source_name	source_id	source_date	type_ordre	sexe	nom	prenom	nom_complet	objet (données brutes)	a_sa_demande	ambassadeur	ambassadeur_pays	ambassadeur_thematique	autres_prenoms	cabinet	cabinet_ministeriel	conseil_administration	conseil_des_ministres	conseiller_affaire_etrangeres	corps	cour_comptes	date_debut	date_fin	depart_retraite	duree	nom_alternatif
JORF	JORFTEXT000000627697	2004-08-20	nomination	M	Saint-Geours	Yves	Yves Saint-Geours	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Bulgarie		oui	Bulgarie						oui								
JORF	JORFTEXT000000807547	2004-08-14	nomination	M	Guelluy	Philippe	Philippe Guelluy	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République populaire de Chine		oui	Chine						oui								
JORF	JORFTEXT000000624709	2004-08-14	nomination	F	Michelin	Emmanuelle	Emmanuelle Michelin, épouse D'Achon	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République unie de Tanzanie		oui	Tanzanie						oui								D'achon
JORF	JORFTEXT000000440535	2004-08-14	nomination	M	Gautrat	Patrick	Patrick Gautrat	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République portugaise		oui	Portugal						oui								
JORF	JORFTEXT000000254087	2004-08-14	nomination	M	Jolivet	Michel	Michel Jolivet	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume du Népal		oui	Népal						oui								
JORF	JORFTEXT000000603838	2004-07-30	nomination	M	Bajolet	Bernard	Bernard Bajolet	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'Iraq		oui	Irak						oui								
JORF	JORFTEXT000000602733	2004-07-29	nomination	F	Berak	Malika	Malika Berak	ambassadrice extraordinaire et plénipotentiaire de la République française auprès du Royaume de Bahreïn		oui	Bahreïn						oui								
JORF	JORFTEXT000000442615	2004-07-28	nomination	M	Rohou	Camille	Camille Rohou	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Colombie		oui	Colombie						oui								
JORF	JORFTEXT000000803500	2004-07-27	nomination	M	Wiltzer	Pierre-André	Pierre-André Wiltzer	ambassadeur en mission, haut représentant pour la sécurité et la prévention des conflits		oui		oui					oui								
JORF	JORFTEXT000000237526	2004-07-23	nomination	M	Bruno	Jean-Marie	Jean-Marie Bruno	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Suriname		oui	Suriname						oui								
JORF	JORFTEXT000000237525	2004-07-23	nomination	M	Colin de Verdière	Hubert	Hubert Colin de Verdière	ambassadeur, haut représentant de la République française auprès de la République algérienne démocratique et populaire		oui	Algérie						oui								
JORF	JORFTEXT000000801203	2004-07-17	nomination	M	Vaugier	Georges	Georges Vaugier	ambassadeur, observateur permanent de la République française auprès de l'Organisation des Etats américains à Washington		oui		oui					oui								
JORF	JORFTEXT000000625744	2004-07-13	nomination	M	Grasset	Frédéric	Frédéric Grasset	ambassadeur extraordinaire et plénipotentiaire de la République française en Irlande		oui	Irlande						oui								
JORF	JORFTEXT000000441430	2004-07-13	nomination	M	Causeret	Charley	Charley Causeret	ambassadeur extraordinaire et plénipotentiaire de la République française à la Barbade en résidence à Port-d'Espagne		oui	Barbade						oui								
JORF	JORFTEXT000000252957	2004-07-13	nomination	M	Berg	Eugène	Eugène Berg	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République des îles Marshall en résidence à Suva		oui	Îles Marshall						oui								
JORF	JORFTEXT000000439104	2004-07-02	nomination	M	Faure	Philippe	Philippe Faure	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume du Maroc		oui	Maroc						oui								
JORF	JORFTEXT000000802128	2004-06-30	nomination	M	Berg	Eugène	Eugène Berg	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Kiribati;en résidence à Suva		oui	Kiribati						oui								
JORF	JORFTEXT000000621828	2004-06-30	nomination	M	Duque	Richard	Richard Duque	ambassadeur extraordinaire et plénipotentiaire de la République française auprès des Etats-Unis mexicains		oui	Mexique						oui								
JORF	JORFTEXT000000254859	2004-06-30	nomination	M	Lefort	Philippe	Philippe Lefort	ambassadeur extraordinaire et plénipotentiaire de la République française en Géorgie		oui	Géorgie						oui								
JORF	JORFTEXT000000801782	2004-06-29	nomination	M	Jouyet	Jean-Pierre	Jean-Pierre Jouyet	ambassadeur chargé de questions économiques internationales		oui		oui					oui								
JORF	JORFTEXT000000614685	2004-05-20	nomination	M	Harth	Jean-Bernard	Jean-Bernard Harth	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'Ouzbékistan		oui	Ouzbékistan						oui								
JORF	JORFTEXT000000803625	2004-05-15	nomination	M	Hubert	Jean-Michel	Jean-Michel Hubert	ambassadeur délégué pour le sommet mondial de la société de l'information		oui		oui					oui								
JORF	JORFTEXT000000437714	2004-05-13	nomination	M	Blatmann	Roland	Roland Blatmann	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République azerbaïdjanaise		oui	Azerbaïdjan						oui								
JORF	JORFTEXT000000613993	2004-04-24	nomination	M	Ponge	François	François Ponge	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Niger		oui	Niger						oui								
JORF	JORFTEXT000000251705	2004-04-24	nomination	M	Roudière	Francis	Francis Roudière	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Belize;en résidence à San Salvador		oui	Belize						oui								
JORF	JORFTEXT000000249199	2004-03-27	nomination	M	Berg	Eugène	Eugène Berg	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République des Fidji		oui	Fidji						oui								
JORF	JORFTEXT000000252077	2004-03-25	nomination	M	Yelda	Guy	Guy Yelda	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Lituanie		oui	Lituanie						oui								
JORF	JORFTEXT000000616132	2004-03-23	cessation de fonction	F	Zourabichvili	Salomé	Salomé Zourabichvili, épouse Kachia	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République de Géorgie		oui	Géorgie						oui								Kachia
JORF	JORFTEXT000000436829	2004-03-20	nomination	M	Lafosse	Jean-Pierre	Lafosse (Jean-Pierre, Daniel)	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Nicaragua		oui	Nicaragua		Daniel				oui								
JORF	JORFTEXT000000247461	2004-03-10	nomination	M	Causeret	Charley	Charley Causeret	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Trinité-et-Tobago		oui	Trinité-et-Tobago						oui								
JORF	JORFTEXT000000435709	2004-02-29	nomination	M	Raimbaud	Michel	Michel Raimbaud	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Zimbabwe		oui	Zimbabwe						oui								
JORF	JORFTEXT000000799797	2004-02-17	nomination	M	Marlaud	Jean-Michel	Jean-Michel Marlaud	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de l'Etat indépendant des Samoa occidentales en résidence à Wellington		oui	Samoa						oui								
JORF	JORFTEXT000000799406	2004-02-07	nomination	M	Azais	Guy	Guy Azais	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'Angola		oui	Angola						oui								
JORF	JORFTEXT000000247017	2004-02-07	nomination	M	Marlaud	Jean-Michel	Jean-Michel Marlaud	ambassadeur extraordinaire et plénipotentiaire de la République française aux îles Cook;en résidence à Wellington		oui		oui					oui								
JORF	JORFTEXT000000798114	2004-01-30	nomination	F	Guigaz	Mireille	Mireille Guigaz	ambassadrice chargée de la lutte contre le virus de l'immunodéficience humaine-syndrome de l'immunodéficience acquise (VIH-SIDA) et les maladies transmissibles		oui		oui					oui								
JORF	JORFTEXT000000612689	2004-01-28	nomination	M	Roudière	Francis	Francis Roudière	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'El Salvador		oui	Salvador						oui								
JORF	JORFTEXT000000610287	2004-01-09	nomination	M	Roisin	Jean-Didier	Jean-Didier Roisin	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Gambie;en résidence à Dakar		oui	Gambie						oui								
JORF	JORFTEXT000000247846	2004-01-09	nomination	M	Barety	Marc	Marc Barety	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Sultanat d'Oman		oui	Oman						oui								
JORF	JORFTEXT000000247845	2004-01-09	nomination	M	Selz	Philippe	Philippe Selz	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Djibouti		oui	Djibouti						oui								
JORF	JORFTEXT000000609928	2004-01-08	nomination	M	Fournier	Hubert	Hubert Fournier	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Kenya		oui	Kenya						oui								
JORF	JORFTEXT000000248765	2004-01-03	nomination	M	Cousin	François	François Cousin	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de l'Equateur		oui	Équateur						oui								
JORF	JORFTEXT000000416811	2003-12-24	nomination	M	Felix-Paganon	Jean	Jean Felix-Paganon	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume du Lesotho;en résidence à Pretoria		oui	Lesotho						oui								
JORF	JORFTEXT000000796610	2003-11-21	nomination	M	Huntzinger	Jacques	Jacques Huntzinger	ambassadeur itinérant en charge de la dimension internationale de la Shoah, des spoliations et du devoir de mémoire		oui		oui					oui								
JORF	JORFTEXT000000610551	2003-11-21	nomination	M	Vidon	Jean-Pierre	Jean-Pierre Vidon	ambassadeur chargé de la lutte contre la criminalité organisée		oui		oui					oui				2004-01-15				
JORF	JORFTEXT000000610550	2003-11-21	nomination	M	Janier	André	André Janier	ambassadeur chargé du processus euroméditerranéen initié à Barcelone		oui		oui					oui								
JORF	JORFTEXT000000431238	2003-11-21	nomination	M	Keller	Gabriel	Gabriel Keller	ambassadeur pour les droits de l'homme		oui		oui					oui								
JORF	JORFTEXT000000612402	2003-10-29	nomination	M	Berçot	Jean-Pierre	Jean-Pierre Berçot	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Tchad		oui	Tchad						oui								
JORF	JORFTEXT000000429426	2003-10-29	nomination	M	Roe d'Albert	Yvon	Yvon Roe d'Albert	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume du Cambodge		oui	Cambodge						oui								
JORF	JORFTEXT000000428723	2003-10-25	nomination	M	Venzo	Bernard	Bernard Venzo	ambassadeur extraordinaire et plénipotentiaire de la République française à la Grenade;en résidence à Castries		oui	Grenade						oui								
JORF	JORFTEXT000000796375	2003-10-17	nomination	F	Pagnier	Marie-France	Marie-France Pagnier, épouse Dunavan	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République de Cuba		oui	Cuba						oui								Dunavan
JORF	JORFTEXT000000415901	2003-10-05	nomination	M	Venzo	Bernard	Bernard Venzo	ambassadeur extraordinaire et plénipotentiaire de la République française à Saint-Vincent-et-les-Grenadines;en résidence à Castries		oui	Saint-Vincent-et-les Grenadines						oui								
JORF	JORFTEXT000000242023	2003-09-30	nomination	M	Millon	Charles	Charles Millon	ambassadeur, représentant permanent de la France auprès de l'Organisation des Nations unies pour l'alimentation et l'agriculture ainsi que des autres institutions internationales ayant compétence pour l'alimentation et l'agriculture dont le siège est à Rome		oui		oui					oui								
JORF	JORFTEXT000000611532	2003-09-27	nomination	M	de La Tour du Pin Chambly de la Charce	Hadelin	Hadelin de La Tour du Pin Chambly de la Charce	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Chypre		oui	Chypre						oui								
JORF	JORFTEXT000000431349	2003-09-27	nomination	M	Charasse	Pierre	Pierre Charasse	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République islamique du Pakistan		oui	Pakistan						oui								
JORF	JORFTEXT000000431348	2003-09-27	nomination	M	Réau	Jean-Paul	Jean-Paul Réau	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Singapour		oui	Singapour						oui								
JORF	JORFTEXT000000797554	2003-09-19	nomination	M	Venzo	Bernard	Bernard Venzo	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Commonwealth d'Antigue et Barbude;en résidence à Castries		oui	Antigua-et-Barbuda						oui								
JORF	JORFTEXT000000797553	2003-09-19	nomination	M	de Gliniasty	Jean	Jean de Gliniasty	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République fédérative du Brésil		oui	Brésil						oui								
JORF	JORFTEXT000000611850	2003-09-19	nomination	M	Lacombe	Jean-Michel	Jean-Michel Lacombe	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de l'Union de Birmanie		oui	Birmanie						oui								
JORF	JORFTEXT000000429209	2003-09-19	nomination	M	Holleville	Alain	Alain Holleville	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République togolaise		oui	Togo						oui								
JORF	JORFTEXT000000429208	2003-09-19	nomination	M	Girma	Alain	Alain Girma	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Burundi		oui	Burundi						oui								
JORF	JORFTEXT000000429207	2003-09-19	nomination	M	Gaudeul	Yves	Yves Gaudeul	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République fédérale du Nigeria		oui	Nigeria						oui								
JORF	JORFTEXT000000243928	2003-09-19	nomination	M	Simon	Jean-Marc	Jean-Marc Simon	ambassadeur exraordinaire et plénipotentiaire de la République française auprès de la République démocratique de Sao Tomé-et-Principe;en résidence à Libreville		oui		oui					oui								
JORF	JORFTEXT000000243927	2003-09-19	nomination	M	Daziano	Christian	Christian Daziano	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Bénin		oui	Bénin						oui								
JORF	JORFTEXT000000243926	2003-09-19	nomination	M	Pernet	Hugues	Hugues Pernet	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Communauté étatique de Serbie-et-Monténégro		oui	Serbie-et-Monténégro						oui								
JORF	JORFTEXT000000610318	2003-09-14	nomination	M	Marlaud	Jean-Michel	Jean-Michel Marlaud	ambassadeur extraordinaire et plénipotentiaire de la République française en Nouvelle-Zélande		oui	Nouvelle-Zélande						oui								
JORF	JORFTEXT000000610131	2003-09-13	nomination	F	Bujon	Véronique	Véronique Bujon, épouse Barre	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de l'ex-République yougoslave de Macédoine		oui	Macédoine						oui								Barre
JORF	JORFTEXT000000610130	2003-09-13	nomination	F	Zourabichvili	Salomé	Salomé Zourabichvili, épouse Kachia	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République de Géorgie		oui	Géorgie						oui								Kachia
JORF	JORFTEXT000000431141	2003-09-13	nomination	M	Felix-Paganon	Jean	Jean Felix-Paganon	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'Afrique du Sud		oui	Afrique du Sud						oui								
JORF	JORFTEXT000000600345	2003-09-10	nomination	M	Devaivre	Jean-Bernard	Jean-Bernard Devaivre	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République des Maldives;en résidence à Colombo		oui	Maldives						oui								
JORF	JORFTEXT000000415303	2003-09-10	nomination	M	Valette	Jean-François	Jean-François Valette	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Cameroun		oui	Cameroun						oui								
JORF	JORFTEXT000000231826	2003-09-10	nomination	M	Araud	Gérard	Gérard Araud	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de l'Etat d'Israël		oui	Israël						oui								
JORF	JORFTEXT000000430060	2003-09-06	nomination	M	Bouffandeau	Jean-François	Jean-François Bouffandeau	ambassadeur, délégué à la coopération régionale dans la zone de l'océan Indien		oui		oui					oui								
JORF	JORFTEXT000000245239	2003-09-06	nomination	M	Boursin	Patrick	Patrick Boursin	ambassadeur, délégué à la coopération régionale dans la zone Antilles-Guyane		oui		oui					oui								
JORF	JORFTEXT000000797019	2003-09-04	nomination	M	Delaye	Bruno	Bruno Delaye	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République hellénique		oui	Grèce						oui								
JORF	JORFTEXT000000429361	2003-08-30	nomination	M	Venzo	Bernard	Bernard Venzo	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Fédération de Saint-Christophe-et-Niévès;en résidence à Castries		oui	Saint-Christophe-et-Niévès						oui								
JORF	JORFTEXT000000431139	2003-08-27	nomination	M	Richard	Jean-Claude	Jean-Claude Richard	ambassadeur extraordinaire et plénipotentiaire de la République française au Turkménistan		oui	Turkménistan						oui								
JORF	JORFTEXT000000795368	2003-08-26	nomination	M	Pamboukjian	Edmond	Edmond Pamboukjian	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Moldavie		oui	Moldavie						oui								
JORF	JORFTEXT000000795367	2003-08-26	nomination	M	Moureau	Alain	Alain Moureau	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Yémen		oui	Yémen						oui								
JORF	JORFTEXT000000795366	2003-08-26	nomination	M	Blondet	Francis	Francis Blondet	ambassadeur extraordinaire et plénipotentiaire de la République française au Burkina Faso		oui	Burkina Faso						oui								
JORF	JORFTEXT000000795365	2003-08-26	nomination	M	Zipper de Fabiani	Henry	Henry Zipper de Fabiani	ambassadeur extraordinaire et plénipotentiaire de la République française en Bosnie-Herzégovine		oui	Bosnie-Herzégovine						oui								
JORF	JORFTEXT000000795364	2003-08-26	nomination	M	Burkard	Thierry	Thierry Burkard	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'Haïti		oui	Haïti						oui								
JORF	JORFTEXT000000795363	2003-08-26	nomination	M	Cadet	Jean	Jean Cadet	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Fédération de Russie		oui	Russie						oui								
JORF	JORFTEXT000000608606	2003-08-26	nomination	M	Roisin	Jean-Didier	Jean-Didier Roisin	ambassadeur, haut représentant de la République française auprès de la République du Sénégal		oui	Sénégal						oui								
JORF	JORFTEXT000000430237	2003-08-26	nomination	M	Basaguren	Frédéric	Frédéric Basaguren	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Honduras		oui	Honduras						oui								
JORF	JORFTEXT000000245070	2003-08-26	nomination	M	Venzo	Bernard	Bernard Venzo	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Commonwealth de Dominique;en résidence à Castries		oui	Dominique						oui								
JORF	JORFTEXT000000245069	2003-08-26	nomination	F	Gazuy	Dominique	Dominique Gazuy, épouse Fromaget	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République de Slovénie		oui	Slovénie						oui								Fromaget
JORF	JORFTEXT000000245068	2003-08-26	nomination	M	Gerard	Yannick	Yannick Gerard	ambassadeur extraordinaire et plénipotentiaire de la République française en Irlande		oui	Irlande						oui								
JORF	JORFTEXT000000604934	2003-08-01	nomination	M	Vignal	Renaud	Renaud Vignal	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République démocratique de Timor-Est;en résidence à Jakarta		oui	Timor oriental						oui								
JORF	JORFTEXT000000239919	2003-08-01	nomination	F	Lefort	Bernadette	Bernadette Lefort	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République de Sierra Leone;en résidence à Conakry		oui	Sierra Leone						oui								
JORF	JORFTEXT000000411815	2003-07-23	nomination	M	Devaivre	Jean-Bernard	Jean-Bernard Devaivre	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République démocratique socialiste du Sri Lanka		oui	Sri Lanka						oui								
JORF	JORFTEXT000000229379	2003-07-23	nomination	M	Faure	Jacques	Jacques Faure	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République slovaque		oui	Slovaquie						oui								
JORF	JORFTEXT000000239378	2003-07-10	nomination	M	Rivasseau	François	François Rivasseau	ambassadeur, représentant de la France à la Conférence du désarmement à Genève		oui		oui					oui								
JORF	JORFTEXT000000787563	2003-06-24	nomination	M	Lott	Francis	Francis Lott	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République argentine		oui	Argentine						oui								
JORF	JORFTEXT000000603036	2003-06-21	nomination	M	Forquenot de La Fortelle	Hubert	Hubert Forquenot de La Fortelle	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume de Norvège		oui	Norvège						oui								
JORF	JORFTEXT000000239542	2003-06-21	nomination	M	Andrieu	Pierre	Pierre Andrieu	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Tadjikistan		oui	Tadjikistan						oui								
JORF	JORFTEXT000000412893	2003-06-20	nomination	M	Simon	Jean-Marc	Jean-Marc Simon	ambassadeur, haut représentant de la République française auprès de la République gabonaise		oui	Gabon						oui								
JORF	JORFTEXT000000596612	2003-06-19	nomination	M	Chapuis	Nicolas	Nicolas Chapuis	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Mongolie		oui	Mongolie						oui								
JORF	JORFTEXT000000412786	2003-06-19	nomination	M	Venzo	Bernard	Bernard Venzo	ambassadeur extraordinaire et plénipotentiaire de la République française à Sainte-Lucie		oui	Sainte-Lucie						oui								
JORF	JORFTEXT000000229980	2003-06-19	nomination	M	Le Lidec	Gildas	Gildas Le Lidec	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Liberia;en résidence à Abidjan		oui	Liberia						oui								
JORF	JORFTEXT000000787743	2003-06-13	nomination	M	de Combles de Nayves	Dominique	Dominique de Combles de Nayves	conseiller maître (hors tour);ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Hongrie		oui	Hongrie						oui			oui					
JORF	JORFTEXT000000778944	2003-06-06	nomination	M	Henault	Patrick	Patrick Henault	ambassadeur extraordinaire et plénipotentiaire de la République française en Australie		oui	Australie						oui								
JORF	JORFTEXT000000236290	2003-06-03	nomination	M	Philibert	Christophe	Christophe Philibert	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Panama		oui	Panama						oui								
JORF	JORFTEXT000000595734	2003-05-25	nomination	M	Destouesse	Jean-Pierre	Jean-Pierre Destouesse	ambassadeur, haut représentant de la République française auprès de la République centrafricaine		oui	Centrafrique						oui								
JORF	JORFTEXT000000229688	2003-05-25	nomination	M	Nicoloso	Patrick	Patrick Nicoloso	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République islamique de Mauritanie		oui	Mauritanie						oui								
JORF	JORFTEXT000000421526	2003-05-20	nomination	M	Delbourg	Denis	Denis Delbourg	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume de Suède		oui	Suède						oui								
JORF	JORFTEXT000000419366	2003-05-14	nomination	M	Perrolet	Gérard	Gérard Perrolet	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Kirghizistan;en résidence à Almaty		oui	Kirghizistan						oui								
JORF	JORFTEXT000000419349	2003-04-16	nomination	F	Lefort	Bernadette	Bernadette Lefort	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République de Guinée		oui	Guinée						oui								
JORF	JORFTEXT000000594863	2003-04-10	nomination	M	Vignal	Renaud	Renaud Vignal	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'Indonésie		oui	Indonésie						oui								
JORF	JORFTEXT000000784193	2003-02-21	nomination	M	Rummelhardt	Jacques	Jacques Rummelhardt	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Principauté de Liechtenstein;en résidence à Berne		oui	Liechtenstein						oui								
JORF	JORFTEXT000000777352	2003-02-14	cessation de fonction	M	Viaux	Pierre	Pierre Viaux	ambassadeur extraordinaire et plénipotentiaire de la République française en Australie		oui	Australie						oui				2003-02-01				
JORF	JORFTEXT000000418875	2003-02-07	nomination	M	Doutriaux	Yves	Yves Doutriaux	ambassadeur, représentant permanent de la France auprès de l'Organisation pour la sécurité et la coopération en Europe, à Vienne		oui		oui					oui								
JORF	JORFTEXT000000601414	2003-01-31	nomination	F	Gaymard	Clara	Clara Gaymard	ambassadrice itinérante, déléguée aux investissements internationaux		oui		oui					oui								
JORF	JORFTEXT000000601413	2003-01-31	nomination	M	de Zorzi	Joël	Joël de Zorzi	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République tchèque		oui	République tchèque						oui								
JORF	JORFTEXT000000417331	2003-01-31	nomination	M	Rapin	Joseph	Joseph Rapin	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République orientale de l'Uruguay		oui	Uruguay						oui								
JORF	JORFTEXT000000234240	2003-01-29	nomination	M	Perrolet	Gérard	Gérard Perrolet	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Kazakhstan		oui	Kazakhstan						oui								
JORF	JORFTEXT000000234329	2003-01-24	nomination	M	Gauer	Denis	Denis Gauer	ambassadeur itinérant, délégué à l'environnement		oui		oui					oui								
JORF	JORFTEXT000000783458	2003-01-23	nomination	F	Lombard-Platet	Joëlle	Joëlle Lombard-Platet, épouse Bourgois	ambassadrice extraordinaire et plénipotentiaire de la République française auprès du Royaume de Belgique		oui	Belgique						oui								Bourgois
JORF	JORFTEXT000000228067	2003-01-04	nomination	M	Aublin	Laurent	Laurent Aublin	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume de Thaïlande		oui	Thaïlande						oui								
JORF	JORFTEXT000000417604	2002-12-21	nomination	M	Connan	Christian	Christian Connan	ambassadeur en mission, chargé du codéveloppement		oui		oui					oui								
JORF	JORFTEXT000000410541	2002-12-18	nomination	M	Le Lidec	Gildas	Gildas Le Lidec	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Côte d'Ivoire		oui	Côte d'Ivoire						oui								
JORF	JORFTEXT000000782095	2002-12-14	nomination	M	Hennekinne	Loïc	Loïc Hennekinne	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Saint-Marin;en résidence à Rome		oui	Saint-Marin						oui								
JORF	JORFTEXT000000233964	2002-12-14	nomination	M	Girard	Dominique	Dominique Girard	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de l'Inde		oui	Inde						oui								
JORF	JORFTEXT000000417317	2002-12-11	nomination	M	Gaillarde	Jean-Jacques	Jean-Jacques Gaillarde	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Principauté d'Andorre		oui	Andorre						oui								
JORF	JORFTEXT000000600681	2002-12-05	nomination	M	Rummelhardt	Jacques	Jacques Rummelhardt	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Confédération suisse		oui	Suisse						oui								
JORF	JORFTEXT000000782292	2002-11-30	nomination	M	Perreau	Dominique	Dominique Perreau	ambassadeur, représentant permanent de la France auprès de l'Organisation de coopération et de développement économiques		oui		oui					oui								
JORF	JORFTEXT000000416358	2002-11-23	nomination	M	Faubournet de Montferrand	Bernard	Bernard Faubournet de Montferrand	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Japon		oui	Japon						oui								
JORF	JORFTEXT000000233653	2002-11-23	nomination	M	Levitte	Jean-David	Jean-David Levitte	ambassadeur extraordinaire et plénipotentiaire de la République française auprès des Etats-Unis d'Amérique		oui	Etats-Unis						oui								
JORF	JORFTEXT000000782204	2002-11-21	détachement	M	Schrameck	Olivier	Olivier Schrameck	auprès du ministère des affaires étrangères;ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume d'Espagne		oui	Espagne										2002-11-01			trois ans	
JORF	JORFTEXT000000782039	2002-11-16	nomination	M	Vandoorne	Pierre-Jean	Pierre-Jean Vandoorne	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République bolivarienne du Venezuela		oui	Venezuela						oui								
JORF	JORFTEXT000000416472	2002-11-16	nomination	M	Fay	Claude	Claude Fay	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République des Seychelles		oui	Seychelles						oui								
JORF	JORFTEXT000000594083	2002-11-13	nomination	F	Avon	Louise	Louise Avon	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République du Mozambique		oui	Mozambique						oui								
JORF	JORFTEXT000000775432	2002-11-01	nomination	M	Chrismant	Patrick	Patrick Chrismant	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Malte		oui	Malte						oui								
